Fid,lat,lng,road_desc,zip,timeStamp,twp,addr,outcome_of_incident,traffic_status,traffic_occured_by,area_accident_occured,Label
10.42.0.211-123.125.29.220-55368-80-6,40.0892363,-75.3771518,FLINTLOCK RD & POWDERHORN RD;  UPPER MERION; Station 317; 2022-12-14 @ 11:52:31;,19406,14-12-22 11:52,UPPER MERION,FLINTLOCK RD & POWDERHORN RD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
172.217.11.42-10.42.0.151-443-34597-6,40.0994322,-75.1962131,PAPER MILL RD & HAWTHORNE LN; SPRINGFIELD; 2022-12-14 @ 11:53:41;,19031,14-12-22 11:53,SPRINGFIELD,PAPER MILL RD & HAWTHORNE LN,Death,High,Vehicle with vehicle collision,Office areas,1
172.217.9.238-10.42.0.211-443-53961-6,40.1666567,-75.1464961,DRESHER RD & BUSINESS CENTER DR;  HORSHAM; Station 352; 2022-12-14 @ 12:00:51;,19044,14-12-22 12:00,HORSHAM,DRESHER RD & BUSINESS CENTER DR,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
172.217.10.110-10.42.0.42-443-58286-6,40.2563899,-75.4978424,GAME FARM RD & MENG RD; LIMERICK; 2022-12-14 @ 12:00:17;,19473,14-12-22 12:00,LIMERICK,GAME FARM RD & MENG RD,Minor Injury,High,Collision with roadside objects, Church areas,0
10.42.0.42-52.52.163.229-45919-443-6,40.0972222,-75.3761952,RT202 BYP SB & JUGHANDLE; UPPER MERION; 2022-12-14 @ 12:06:07;,,14-12-22 12:06,UPPER MERION,RT202 BYP SB & JUGHANDLE,Greviously Injured,High,Vehicle with vehicle collision, Industrial areas,2
10.42.0.151-10.42.0.1-11954-53-17,40.1903913,-75.2695399,LAFAYETTE AVE & WISSAHICKON GREEN RIBBON TRL;  WHITEMARSH; Station 318; 2022-12-14 @ 12:11:15;,19454,14-12-22 12:11,WHITEMARSH,LAFAYETTE AVE & WISSAHICKON GREEN RIBBON TRL,Minor Injury,Medium,Rollover,Other,0
10.42.0.42-101.226.161.228-51413-80-6,40.0972222,-75.3761952,RT202 BYP SB & JUGHANDLE; UPPER MERION; 2022-12-14 @ 12:13:31;,,14-12-22 12:13,UPPER MERION,RT202 BYP SB & JUGHANDLE,Death,High,Collision with roadside objects,Other,1
10.42.0.211-31.13.71.37-35374-443-6,40.1546984,-75.1392426,WELSH RD & COMPUTER AVE; UPPER MORELAND; 2022-12-14 @ 12:11:20;,19090,14-12-22 12:11,UPPER MORELAND,WELSH RD & COMPUTER AVE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
172.217.12.194-10.42.0.211-443-37446-6,40.1138125,-75.3451199,LAFAYETTE ST & SWEDE ST;  NORRISTOWN; Station 308A; 2022-12-14 @ 12:13:18;,19401,14-12-22 12:13,NORRISTOWN,LAFAYETTE ST & SWEDE ST,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-59.38.112.48-45055-443-6,40.222882,-75.3987889,BLAIRMILL RD ; SKIPPACK; 2022-12-14 @ 12:19:30;,,14-12-22 12:19,SKIPPACK,BLAIRMILL RD,Greviously Injured,High,Vehicle with vehicle collision,  Recreational areas,2
10.42.0.42-72.21.206.140-59526-443-6,40.0859138,-75.2512428,CRESCENT AVE & GERMANTOWN PIKE; WHITEMARSH; 2022-12-14 @ 12:18:25;,19444,14-12-22 12:18,WHITEMARSH,CRESCENT AVE & GERMANTOWN PIKE,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
205.185.216.42-10.42.0.211-80-33396-6,40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2022-12-14 @ 12:23:27;,19038,14-12-22 12:23,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,Greviously Injured,Medium,Vehicle with vehicle collision, Church areas,2
10.42.0.211-10.42.0.1-35195-53-17,40.164768,-75.135046,BLAIR MILL RD & WITMER RD; HORSHAM; 2022-12-14 @ 12:19:30;,19044,14-12-22 12:19,HORSHAM,BLAIR MILL RD & WITMER RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
198.11.188.80-10.42.0.211-443-60919-6,40.2290075,-75.3878525,OLD STREET RD & TREVOSE RD; BUCKS COUNTY; 2022-12-14 @ 12:22:21;,,14-12-22 12:22,BUCKS COUNTY,OLD STREET RD & TREVOSE RD,Greviously Injured,High,Collision with pedestrians,Office areas,2
10.42.0.211-10.42.0.1-41872-53-17,40.1570655,-75.3336706,MARKLE RD & BRENDA LN;  EAST NORRITON; Station 308B; 2022-12-14 @ 12:30:41;,19403,14-12-22 12:30,EAST NORRITON,MARKLE RD & BRENDA LN,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
182.254.5.234-10.42.0.211-80-54433-6,40.3400721,-75.5917092,COUNTY LINE RD & RT100 SB; DOUGLASS; 2022-12-14 @ 12:28:58;,,14-12-22 12:28,DOUGLASS,COUNTY LINE RD & RT100 SB,Death,High,Vehicle with vehicle collision,Office areas,1
216.58.219.238-10.42.0.42-443-57197-6,39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2022-12-14 @ 12:36:52;,19151,14-12-22 12:36,LOWER MERION,CITY AVE & HOLLINGSWORTH RD,Minor Injury,High,Collision with roadside objects,Office areas,0
172.217.9.227-10.42.0.151-443-50178-6,40.1540846,-75.2230002,N SPRING GARDEN ST & E BUTLER AVE; AMBLER; 2022-12-14 @ 12:40:30;,19002,14-12-22 12:40,AMBLER,N SPRING GARDEN ST & E BUTLER AVE,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-119.146.74.33-58148-443-6,40.0039548,-75.2207009,BELMONT AVE & E CITY AVE;  LOWER MERION; Station 313; 2022-12-14 @ 12:42:11;,19004,14-12-22 12:42,LOWER MERION,BELMONT AVE & E CITY AVE,Greviously Injured,High,Vehicle with vehicle collision,Residential areas,2
172.217.12.163-10.42.0.42-80-46806-6,40.1835364,-75.2217608,NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2022-12-14 @ 12:43:58;,19002,14-12-22 12:43,LOWER GWYNEDD,NORRISTOWN RD & MCKEAN RD,Minor Injury,Medium,Vehicle with vehicle collision,  Recreational areas,0
174.129.32.117-10.42.0.211-443-45982-6,40.127614,-75.404582,TROOPER RD & BOULEVARD OF THE GENERALS; LOWER PROVIDENCE; 2022-12-14 @ 12:41:29;,19403,14-12-22 12:41,LOWER PROVIDENCE,TROOPER RD & BOULEVARD OF THE GENERALS,Minor Injury,Medium,Collision with roadside objects, Church areas,0
10.42.0.211-23.206.166.62-38089-80-6,40.1842742,-75.2276629,BETHLEHEM PIKE & PENLLYN PIKE; LOWER GWYNEDD; 2022-12-14 @ 12:43:26;,19002,14-12-22 12:43,LOWER GWYNEDD,BETHLEHEM PIKE & PENLLYN PIKE,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-10.42.0.1-6239-53-17,40.119476,-75.247143,STENTON AVE & MILITIA HILL RD;  WHITEMARSH; Station 318; 2022-12-14 @ 12:50:52;,19034,14-12-22 12:50,WHITEMARSH,STENTON AVE & MILITIA HILL RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
172.217.12.142-10.42.0.211-443-56867-6,40.127614,-75.404582,TROOPER RD & BOULEVARD OF THE GENERALS; LOWER PROVIDENCE; 2022-12-14 @ 12:48:03;,19403,14-12-22 12:48,LOWER PROVIDENCE,TROOPER RD & BOULEVARD OF THE GENERALS,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.151-103.7.30.118-57563-80-6,40.2361512,-75.4684603,MARTINGALE RD & SADDLE CT;  PERKIOMEN; Station 324; 2022-12-14 @ 12:55:40;,19473,14-12-22 12:55,PERKIOMEN,MARTINGALE RD & SADDLE CT,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.42-23.101.116.26-37451-443-6,40.1990064,-75.3000584,LILAC CT & PRIMROSE DR;  UPPER GWYNEDD; Station 345B; 2022-12-14 @ 12:54:42;,19446,14-12-22 12:54,UPPER GWYNEDD,LILAC CT & PRIMROSE DR,Greviously Injured,High,Vehicle with vehicle collision,School areas,2
10.42.0.211-117.121.27.10-36586-80-6,40.1515666,-75.3230216,ROLAND DR & STONEY CREEK RD;  EAST NORRITON; Station 308B; 2022-12-14 @ 12:51:50;,19401,14-12-22 12:51,EAST NORRITON,ROLAND DR & STONEY CREEK RD,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
203.205.158.62-10.42.0.151-80-37702-6,40.1339977,-75.4494634,EGYPT RD & BLACK ROCK RD; UPPER PROVIDENCE; 2022-12-14 @ 12:59:22;,19426,14-12-22 12:59,UPPER PROVIDENCE,EGYPT RD & BLACK ROCK RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.151-106.39.162.36-42263-80-6,40.1610222,-75.2133102,BUTLER PIKE & MEADOWBROOK AVE;  UPPER DUBLIN; Station 351; 2022-12-14 @ 13:05:57;,19002,14-12-22 13:05,UPPER DUBLIN,BUTLER PIKE & MEADOWBROOK AVE,Death,High,Collision with roadside objects,Other,1
183.36.108.199-10.42.0.151-80-49995-6,40.1221838,-75.2171866,CAMP HILL RD & BETHLEHEM PIKE;  WHITEMARSH; Station 318; 2022-12-14 @ 13:03:29;,19034,14-12-22 13:03,WHITEMARSH,CAMP HILL RD & BETHLEHEM PIKE,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
180.76.148.209-10.42.0.151-80-46993-6,40.0735396,-75.2432901,RIDGE PIKE & NORTHWESTERN AVE;  SPRINGFIELD; Station 318; 2022-12-14 @ 13:02:27;,19128,14-12-22 13:02,SPRINGFIELD,RIDGE PIKE & NORTHWESTERN AVE,Death,High,Vehicle with vehicle collision,Office areas,1
172.217.12.206-10.42.0.151-443-40517-6,40.1518157,-75.1345734,WELSH RD;  UPPER MORELAND; Station 384; 2022-12-14 @ 13:04:21;,19090,14-12-22 13:04,UPPER MORELAND,WELSH RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.211-104.192.110.245-33806-80-6,40.155928,-75.141169,WELSH RD & BLAIR MILL RD; UPPER MORELAND; 2022-12-14 @ 13:04:08;,19090,14-12-22 13:04,UPPER MORELAND,WELSH RD & BLAIR MILL RD,Minor Injury,Medium,Vehicle with vehicle collision, Hospital areas,0
172.217.10.106-10.42.0.151-443-51235-6,40.1344435,-75.1089148,HARDING AVE & CORINTHIAN AVE;  ABINGTON; Station 381; 2022-12-14 @ 13:09:42;,19001,14-12-22 13:09,ABINGTON,HARDING AVE & CORINTHIAN AVE,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.211-64.71.142.95-57967-443-6,40.0972222,-75.3761952,GULPH RD & TURNPIKE OVERPASS;  UPPER MERION; Station 317; 2022-12-14 @ 13:08:38;,,14-12-22 13:08,UPPER MERION,GULPH RD & TURNPIKE OVERPASS,Minor Injury,High,Vehicle with vehicle collision,Other,0
203.130.53.126-10.42.0.211-80-52098-6,40.1772723,-75.1061958,YORK RD & W MORELAND AVE; HATBORO; 2022-12-14 @ 13:10:17;,19040,14-12-22 13:10,HATBORO,YORK RD & W MORELAND AVE,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.151-123.59.190.237-39486-80-6,40.1369729,-75.4727228,EGYPT RD;  UPPER PROVIDENCE; Station 322A; 2022-12-14 @ 13:14:25;,,14-12-22 13:14,UPPER PROVIDENCE,EGYPT RD,Minor Injury,High,Collision with roadside objects,Other,0
10.42.0.211-123.125.29.220-58374-80-6,40.1466077,-75.2872739,ARBOR WAY & UNION MEETING RD;  WHITPAIN; Station 385; 2022-12-14 @ 13:13:03;,19422,14-12-22 13:13,WHITPAIN,ARBOR WAY & UNION MEETING RD,Death,High,Rollover,Other,1
192.229.173.173-10.42.0.42-80-49065-6,40.0025642,-75.2236498,CITY AVE & N 47TH ST;  LOWER MERION; Station 313; 2022-12-14 @ 13:15:36;,19004,14-12-22 13:15,LOWER MERION,CITY AVE & N 47TH ST,Greviously Injured,Medium,Vehicle with vehicle collision, Hospital areas,2
10.42.0.211-10.42.0.1-26391-53-17,40.2269143,-75.3613036,SCHLOSSER RD & METZ RD;  TOWAMENCIN; Station 336; 2022-12-14 @ 13:11:26;,19438,14-12-22 13:11,TOWAMENCIN,SCHLOSSER RD & METZ RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
219.142.78.162-10.42.0.151-443-46187-6,40.1594299,-75.3345106,NORTHAMPTON RD & NOTTINGHAM RD;  EAST NORRITON; Station 308B; 2022-12-14 @ 13:17:30;,19403,14-12-22 13:17,EAST NORRITON,NORTHAMPTON RD & NOTTINGHAM RD,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
172.217.10.131-10.42.0.151-443-41280-6,40.4142488,-75.5090155,GRAVEL PIKE & BLOMMER DR;  UPPER HANOVER; Station 369; 2022-12-14 @ 13:19:25;,18041,14-12-22 13:19,UPPER HANOVER,GRAVEL PIKE & BLOMMER DR,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.1-10.42.0.42-53-55852-17,39.989898,-75.25843,LANCASTER AVE & LANKENAU DR;  LOWER MERION; Station 313; 2022-12-14 @ 13:20:51;,19096,14-12-22 13:20,LOWER MERION,LANCASTER AVE & LANKENAU DR,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-10.42.0.1-64996-53-17,40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2022-12-14 @ 13:25:43;,19090,14-12-22 13:25,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
180.163.255.159-10.42.0.42-80-45855-6,40.1522357,-75.3486116,W GERMANTOWN PIKE & WHITEHALL RD; EAST NORRITON; 2022-12-14 @ 13:26:24;,19403,14-12-22 13:26,EAST NORRITON,W GERMANTOWN PIKE & WHITEHALL RD,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.10.65-10.42.0.151-443-48301-6,40.1723141,-75.4927278,RT422  & S TRAPPE RD UNDERPASS; UPPER PROVIDENCE; 2022-12-14 @ 13:30:58;,,14-12-22 13:30,UPPER PROVIDENCE,RT422  & S TRAPPE RD UNDERPASS,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
174.35.73.136-10.42.0.211-80-47892-6,40.1499475,-75.2302406,E BUTLER PIKE & MORRIS RD; UPPER DUBLIN; 2022-12-14 @ 13:28:38;,19002,14-12-22 13:28,UPPER DUBLIN,E BUTLER PIKE & MORRIS RD,Death,High,Collision with roadside objects,Other,1
10.42.0.211-64.71.142.96-56644-443-6,40.1499475,-75.2302406,MORRIS RD & E BUTLER PIKE; UPPER DUBLIN; 2022-12-14 @ 13:28:38;,19002,14-12-22 13:28,UPPER DUBLIN,MORRIS RD & E BUTLER PIKE,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
10.42.0.211-121.12.98.64-51597-80-6,40.0886837,-75.2917999,BUTLER PIKE & MAPLE DR;  WHITEMARSH; Station 318; 2022-12-14 @ 13:36:58;,19428,14-12-22 13:36,WHITEMARSH,BUTLER PIKE & MAPLE DR,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
180.149.138.197-10.42.0.211-80-33582-6,40.1391354,-75.3967738,CLEARFIELD AVE & BELMONT AVE;  LOWER PROVIDENCE; Station 322; 2022-12-14 @ 13:45:37;,19403,14-12-22 13:45,LOWER PROVIDENCE,CLEARFIELD AVE & BELMONT AVE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.151-54.230.38.227-51159-443-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-14 @ 13:41:56;,19403,14-12-22 13:41,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
202.77.129.150-10.42.0.211-80-56647-6,40.0030545,-75.2954428,SIMPSON RD & E SPRING AVE;  LOWER MERION; Station 313; 2022-12-14 @ 13:42:29;,19003,14-12-22 13:42,LOWER MERION,SIMPSON RD & E SPRING AVE,Death,High,Collision with pedestrians,  Recreational areas,1
10.42.0.211-74.125.22.188-50117-5228-6,40.0585694,-75.1269602,VALLEY RD & COVENTRY AVE;  CHELTENHAM; Station 358; 2022-12-14 @ 13:49:29;,19027,14-12-22 13:49,CHELTENHAM,VALLEY RD & COVENTRY AVE,Greviously Injured,Medium,Collision with pedestrians,Other,2
10.42.0.211-64.71.142.95-57969-443-6,40.023528,-75.322702,BRYN MAWR AVE & W LANCASTER AVE; LOWER MERION; 2022-12-14 @ 13:54:25;,19010,14-12-22 13:54,LOWER MERION,BRYN MAWR AVE & W LANCASTER AVE,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.7.227-10.42.0.42-80-53559-6,40.2186132,-75.2970542,SUMNEYTOWN PIKE & ALLENTOWN RD;  UPPER GWYNEDD; Station 345B; 2022-12-14 @ 13:57:26;,19446,14-12-22 13:57,UPPER GWYNEDD,SUMNEYTOWN PIKE & ALLENTOWN RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.6.234-10.42.0.151-443-44494-6,40.007719,-75.250115,MONTGOMERY AVE & MERION RD;  LOWER MERION; Station 313; 2022-12-14 @ 13:58:32;,19066,14-12-22 13:58,LOWER MERION,MONTGOMERY AVE & MERION RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-43079-53-17,40.0794421,-75.3068746,W 5TH AVE;  CONSHOHOCKEN; Station 313A; 2022-12-14 @ 13:56:27;,19428,14-12-22 13:56,CONSHOHOCKEN,W 5TH AVE,Greviously Injured,Medium,Rollover,Other,2
180.149.136.194-10.42.0.42-80-38474-6,40.2149774,-75.4997122,RIDGE PIKE & N TOWNSHIP LINE RD; LIMERICK; 2022-12-14 @ 14:00:35;,19468,14-12-22 14:00,LIMERICK,RIDGE PIKE & N TOWNSHIP LINE RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-106.39.169.66-52704-443-6,40.1373906,-75.1969403,DELAWARE AVE & COMMERCE DR; UPPER DUBLIN; 2022-12-14 @ 14:03:00;,19034,14-12-22 14:03,UPPER DUBLIN,DELAWARE AVE & COMMERCE DR,Death,Medium,Vehicle with vehicle collision,Office areas,1
203.205.158.61-10.42.0.211-80-40380-6,40.0800121,-75.0883834,HUNTINGDON PIKE & CHURCH RD; ROCKLEDGE; 2022-12-14 @ 14:05:06;,19046,14-12-22 14:05,ROCKLEDGE,HUNTINGDON PIKE & CHURCH RD,Minor Injury,Medium,Collision with pedestrians,Office areas,0
172.217.10.238-10.42.0.151-443-52103-6,40.2480756,-75.3351086,WYNCOTE CT & WILLIAMSBURG WAY;  TOWAMENCIN; Station 345B; 2022-12-14 @ 14:07:56;,19446,14-12-22 14:07,TOWAMENCIN,WYNCOTE CT & WILLIAMSBURG WAY,Death,High,Vehicle with vehicle collision,Residential areas,1
172.217.11.46-10.42.0.151-443-51419-6,40.0823492,-75.1613157,GREENWOOD AVE & LIMEKILN PIKE;  CHELTENHAM; Station 358A; 2022-12-14 @ 14:11:19;,19095,14-12-22 14:11,CHELTENHAM,GREENWOOD AVE & LIMEKILN PIKE,Greviously Injured,High,Vehicle with vehicle collision,  Recreational areas,2
10.42.0.211-10.42.0.1-4654-53-17,40.2253361,-75.4493971,GRATERFORD RD; SKIPPACK; 2022-12-14 @ 14:15:41-Station:STA86;,19426,14-12-22 14:15,SKIPPACK,GRATERFORD RD,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
10.42.0.211-10.42.0.1-36371-53-17,40.0080416,-75.2172376,ST ASAPHS RD & DECKER BLVD;  LOWER MERION; Station 313; 2022-12-14 @ 14:20:54;,19004,14-12-22 14:20,LOWER MERION,ST ASAPHS RD & DECKER BLVD,Death,High,Collision with pedestrians,Office areas,1
172.217.12.170-10.42.0.151-443-33302-6,40.2948168,-75.537972,BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2022-12-14 @ 14:21:30;,18074,14-12-22 14:21,UPPER FREDERICK,BIG RD & COLONIAL RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
202.77.129.161-10.42.0.211-80-39934-6,40.0972688,-75.1369274,FLORENCE AVE & RUNNYMEDE AVE; JENKINTOWN; 2022-12-14 @ 14:21:56;,19046,14-12-22 14:21,JENKINTOWN,FLORENCE AVE & RUNNYMEDE AVE,Death,Medium,Collision with pedestrians,Residential areas,1
10.42.0.42-13.32.250.46-44859-443-6,40.1461804,-75.1690698,LIMEKILN PIKE & GOLDEN DR; UPPER DUBLIN; 2022-12-14 @ 14:25:29;,19025,14-12-22 14:25,UPPER DUBLIN,LIMEKILN PIKE & GOLDEN DR,Minor Injury,High,Vehicle with vehicle collision,School areas,0
198.51.152.183-10.42.0.151-443-39193-6,40.0785766,-75.2819256,CEDAR GROVE RD & JOSHUA RD; WHITEMARSH; 2022-12-14 @ 14:31:50;,19444,14-12-22 14:31,WHITEMARSH,CEDAR GROVE RD & JOSHUA RD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-121.12.98.64-51578-80-6,40.15055,-75.283327,HARVEST DR & UNION MEETING RD; WHITPAIN; 2022-12-14 @ 14:43:28-Station:STA33;,19422,14-12-22 14:43,WHITPAIN,HARVEST DR & UNION MEETING RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-59030-53-17,40.2816528,-75.4015338,STURGIS RD & THORNBERRY DR; LOWER SALFORD; 2022-12-14 @ 14:46:14-Station:STA89;,19438,14-12-22 14:46,LOWER SALFORD,STURGIS RD & THORNBERRY DR,Death,High,Vehicle with vehicle collision,Other,1
180.163.255.159-10.42.0.42-80-57320-6,40.0855923,-75.3912204,GULPH RD & KIRK AVE; UPPER MERION; 2022-12-14 @ 14:47:49-Station:STA47;,19406,14-12-22 14:47,UPPER MERION,GULPH RD & KIRK AVE,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.151-104.244.43.99-41235-443-6,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2022-12-14 @ 14:50:43;,19046,14-12-22 14:50,ABINGTON,THE FAIRWAY  & RYDAL RD,Death,Medium,Collision with roadside objects,Office areas,1
203.205.158.61-10.42.0.211-80-36227-6,40.007452,-75.232613,CONSHOHOCKEN STATE RD & BALA AVE; LOWER MERION; 2022-12-14 @ 14:55:58-Station:STA28;,19004,14-12-22 14:55,LOWER MERION,CONSHOHOCKEN STATE RD & BALA AVE,Greviously Injured,High,Vehicle with vehicle collision,Other,2
174.35.73.110-10.42.0.211-80-47715-6,40.071532,-75.3070564,WASHINGTON ST & HARRY ST; CONSHOHOCKEN; 2022-12-14 @ 15:00:07-Station:STA36;,19428,14-12-22 15:00,CONSHOHOCKEN,WASHINGTON ST & HARRY ST,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-57915-53-17,40.2586572,-75.2228042,BEACON CT & CLAREMONT DR;  MONTGOMERY; Station 345A; 2022-12-14 @ 15:00:55;,19446,14-12-22 15:00,MONTGOMERY,BEACON CT & CLAREMONT DR,Death,Medium,Collision with roadside objects, Industrial areas,1
10.42.0.211-64.71.142.124-43032-443-6,40.1568468,-75.1019942,EASTON RD & RR OVERPASS;  UPPER MORELAND; Station 381; 2022-12-14 @ 15:01:26;,,14-12-22 15:01,UPPER MORELAND,EASTON RD & RR OVERPASS,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
198.11.188.75-10.42.0.151-443-38415-6,40.0972222,-75.3761952,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS; UPPER MERION; 2022-12-14 @ 15:03:06;,,14-12-22 15:03,UPPER MERION,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-10.42.0.1-26499-53-17,40.0972222,-75.3761952,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS; UPPER MERION; 2022-12-14 @ 15:02:09;,,14-12-22 15:02,UPPER MERION,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-6138-53-17,40.1419904,-75.4883904,SUMMIT DR & TIMBER LN; UPPER PROVIDENCE; 2022-12-14 @ 15:15:17-Station:STA99;,19460,14-12-22 15:15,UPPER PROVIDENCE,SUMMIT DR & TIMBER LN,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.151-10.42.0.1-2016-53-17,40.2316017,-75.2186547,HORSHAM RD & PHEASANT RUN; MONTGOMERY; 2022-12-14 @ 15:13:22-Station:STA18;,18936,14-12-22 15:13,MONTGOMERY,HORSHAM RD & PHEASANT RUN,Minor Injury,Medium,Collision with pedestrians, Church areas,0
172.217.6.238-10.42.0.151-443-47533-6,40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2022-12-14 @ 15:17:41;,19462,14-12-22 15:17,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,Greviously Injured,Medium,Collision with pedestrians,Office areas,2
172.217.10.110-10.42.0.151-443-43468-6,40.1571783,-75.0718282,BYBERRY RD & READING WAY;  BRYN ATHYN; Station 355; 2022-12-14 @ 15:24:05;,19006,14-12-22 15:24,BRYN ATHYN,BYBERRY RD & READING WAY,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-72.21.206.135-48771-443-6,40.0840918,-75.113949,TULPEHOCKEN AVE & JENKINTOWN RD;  ABINGTON; Station 382; 2022-12-14 @ 15:23:23;,19027,14-12-22 15:23,ABINGTON,TULPEHOCKEN AVE & JENKINTOWN RD,Death,High,Vehicle with vehicle collision,  Recreational areas,1
10.42.0.211-10.42.0.1-49214-53-17,40.2484687,-75.3357898,FORTY FOOT RD & WILLIAMSBURG WAY; TOWAMENCIN; 2022-12-14 @ 15:28:27;,19446,14-12-22 15:28,TOWAMENCIN,FORTY FOOT RD & WILLIAMSBURG WAY,Minor Injury,Medium,Collision with roadside objects,Other,0
10.42.0.211-77.234.44.40-40902-80-6,40.3162924,-75.5536699,BIG RD & CHURCH RD; NEW HANOVER; 2022-12-14 @ 15:30:40;,18074,14-12-22 15:30,NEW HANOVER,BIG RD & CHURCH RD,Death,High,Vehicle with vehicle collision, Church areas,1
10.42.0.211-10.42.0.1-10230-53-17,40.1084542,-75.1114019,SUSQUEHANNA RD & VALLEY RD; ABINGTON; 2022-12-14 @ 15:31:53;,19046,14-12-22 15:31,ABINGTON,SUSQUEHANNA RD & VALLEY RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.211-10.42.0.1-55148-53-17,40.2316017,-75.2186547,HORSHAM RD & PHEASANT RUN; MONTGOMERY; 2022-12-14 @ 15:40:51-Station:STA18;,18936,14-12-22 15:40,MONTGOMERY,HORSHAM RD & PHEASANT RUN,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.151-106.11.94.6-33610-443-6,40.0870977,-75.1278274,TOWNSHIP LINE RD & OLD YORK RD; ABINGTON; 2022-12-14 @ 15:38:45;,19046,14-12-22 15:38,ABINGTON,TOWNSHIP LINE RD & OLD YORK RD,Death,High,Vehicle with vehicle collision, Church areas,1
